rank,lemma,PoS,freq,synonym,synset,random,synonym_similarity_left,synonym_similarity_right,synonym_similarity,random_similarity_left,random_similarity_right,random_similarity
978,station,n,98720,post,Synset('post.n.01'),declaration,0.6775298491120338,0.6613870486617088,0.6694584488868713,0.6820609271526337,0.6707204058766365,0.6763906665146351
980,absolutely,r,98574,dead,Synset('absolutely.r.01'),hygienically,0.6122050732374191,0.6032686978578568,0.6077368855476379,0.6690062433481216,0.6855490356683731,0.6772776395082474
981,instead,r,98540,rather,Synset('rather.r.01'),pedantically,0.8051273375749588,0.8230766654014587,0.8141020014882088,0.6235856935381889,0.6304582580924034,0.6270219758152962
982,discussion,n,98359,word,Synset('discussion.n.02'),precambrian,0.6695251241326332,0.6782503798604012,0.6738877519965172,0.6804679036140442,0.6973292082548141,0.6888985559344292
984,affect,v,98073,impact,Synset('affect.v.01'),fort,0.8395439088344574,0.8489985391497612,0.8442712239921093,0.600650891661644,0.6075532883405685,0.6041020900011063
985,design,v,97967,plan,Synset('plan.v.03'),vandalize,0.775989480316639,0.7729864045977592,0.7744879424571991,0.7217799425125122,0.714745968580246,0.7182629555463791
987,anyway,r,97831,anyhow,Synset('anyhow.r.01'),falteringly,0.7413192838430405,0.7512741386890411,0.7462967112660408,0.6791757792234421,0.664112813770771,0.6716442964971066
988,respond,v,97750,reply,Synset('answer.v.01'),answer,0.8737889602780342,0.8738445788621902,0.8738167695701122,0.8117850571870804,0.8083335012197495,0.8100592792034149
989,control,v,97504,operate,Synset('operate.v.03'),outmaneuver,0.7246106564998627,0.7260933294892311,0.7253519929945469,0.6947636604309082,0.7262158319354057,0.710489746183157
990,trouble,n,97439,problem,Synset('trouble.n.01'),blancmange,0.8340166285634041,0.8362660631537437,0.8351413458585739,0.7021114081144333,0.7213771417737007,0.711744274944067
992,manage,v,97135,deal,Synset('manage.v.02'),transpire,0.7501227930188179,0.7404940575361252,0.7453084252774715,0.6983691528439522,0.6978195905685425,0.6980943717062473
993,close,r,97117,tight,Synset('close.r.02'),bilaterally,0.7535724267363548,0.767919272184372,0.7607458494603634,0.6550364345312119,0.6712612956762314,0.6631488651037216
994,date,n,97094,engagement,Synset('date.n.03'),coccobacillus,0.6709853485226631,0.665005587041378,0.6679954677820206,0.6371688768267632,0.6476190835237503,0.6423939801752567
995,public,n,97031,world,Synset('populace.n.01'),panadol,0.6848101019859314,0.687301866710186,0.6860559843480587,0.622551441192627,0.6552928388118744,0.6389221400022507
996,army,n,97025,usa,Synset('united_states_army.n.01'),irving,0.7027004882693291,0.7111172005534172,0.7069088444113731,0.6835881024599075,0.6935488805174828,0.6885684914886951
998,post,v,96926,carry,Synset('post.v.07'),straighten,0.6012418791651726,0.6027635931968689,0.6020027361810207,0.6524291783571243,0.6537573039531708,0.6530932411551476
999,charge,n,96872,cathexis,Synset('cathexis.n.01'),tuscarora,0.6617336273193359,0.6835415586829185,0.6726375930011272,0.7050019800662994,0.7125991657376289,0.7088005729019642
1000,seat,n,96853,buttocks,Synset('buttocks.n.01'),vas,0.7060550004243851,0.7105340138077736,0.7082945071160793,0.6206744909286499,0.6344296783208847,0.6275520846247673
1001,assume,v,96840,wear,Synset('wear.v.09'),chariot,0.6646851077675819,0.6773470714688301,0.671016089618206,0.6516959145665169,0.6717749908566475,0.6617354527115822
1002,writer,n,96279,author,Synset('writer.n.01'),dumpling,0.8572690635919571,0.8561909347772598,0.8567299991846085,0.7216577380895615,0.727847121655941,0.7247524298727512
1003,perform,v,96202,do,Synset('do.v.03'),erupt,0.766462579369545,0.7565652802586555,0.7615139298141003,0.6770864501595497,0.6874463483691216,0.6822663992643356
1004,credit,n,95981,recognition,Synset('recognition.n.03'),casuistry,0.6958824843168259,0.6905094459652901,0.693195965141058,0.6630282253026962,0.6726380661129951,0.6678331457078457
1005,green,a,95937,unripened,Synset('green.a.03'),limnological,0.6888442263007164,0.6851732954382896,0.687008760869503,0.6997692361474037,0.6993599012494087,0.6995645686984062
1006,marriage,n,95885,union,Synset('marriage.n.01'),nymphalis,0.8128225952386856,0.7402830868959427,0.7765528410673141,0.682726226747036,0.6800742521882057,0.6814002394676208
1007,operation,n,95878,procedure,Synset('operation.n.07'),dwarf,0.8086174800992012,0.8099928721785545,0.8093051761388779,0.6083924919366837,0.6283277943730354,0.6183601431548595
1008,indeed,r,95860,so,Synset('indeed.r.01'),fully,0.6114951744675636,0.6301242858171463,0.620809730142355,0.6576478853821754,0.662891685962677,0.6602697856724262
1009,sleep,v,95600,kip,Synset('sleep.v.01'),soil,0.6434965506196022,0.6642494946718216,0.6538730226457119,0.6674274951219559,0.6694594174623489,0.6684434562921524
1011,reveal,v,95401,break,Synset('unwrap.v.02'),dine,0.7082662805914879,0.7154369875788689,0.7118516340851784,0.7004002034664154,0.7102406248450279,0.7053204141557217
1012,agent,n,95371,broker,Synset('agent.n.04'),booklet,0.7646033763885498,0.7878097593784332,0.7762065678834915,0.6730592921376228,0.680420383810997,0.6767398379743099
1013,access,n,95371,approach,Synset('access.n.03'),plastique,0.7376178279519081,0.7406703531742096,0.7391440905630589,0.6708467826247215,0.6846608892083168,0.6777538359165192
1014,bar,n,95305,cake,Synset('cake.n.01'),sanicle,0.6623112484812737,0.6596895977854729,0.6610004231333733,0.653240367770195,0.6610744670033455,0.6571574173867702
1015,debate,n,95244,disputation,Synset('debate.n.02'),luger,0.7484800219535828,0.7630642578005791,0.7557721398770809,0.6842410489916801,0.6974519714713097,0.6908465102314949
1016,leg,n,95185,pegleg,Synset('peg.n.04'),slide,0.8115207776427269,0.817422404885292,0.8144715912640095,0.6387677043676376,0.6333558857440948,0.6360617950558662
1017,contain,v,95143,incorporate,Synset('incorporate.v.02'),yield,0.7990074977278709,0.8154523000121117,0.8072298988699913,0.7418067008256912,0.7393283918499947,0.7405675463378429
1018,beat,v,94941,flap,Synset('beat.v.15'),burn,0.6570871099829674,0.6668891310691833,0.6619881205260754,0.7087261602282524,0.705325536429882,0.7070258483290672
1019,cool,a,94920,nerveless,Synset('cool.s.02'),adscititious,0.6997681111097336,0.7273924946784973,0.7135803028941154,0.6747067049145699,0.6915279403328896,0.6831173226237297
1020,democratic,a,94862,popular,Synset('democratic.s.03'),endless,0.7574296593666077,0.7334985360503197,0.7454640977084637,0.6843741834163666,0.6916264742612839,0.6880003288388252
1021,cold,a,94856,dusty,Synset('cold.s.06'),commensurate,0.7370359748601913,0.7236056178808212,0.7303207963705063,0.6205894351005554,0.6263199895620346,0.623454712331295
1022,glass,n,94803,glassful,Synset('glass.n.03'),antiviral,0.9155800566077232,0.9187756553292274,0.9171778559684753,0.6328984349966049,0.6375975161790848,0.6352479755878448
1023,improve,v,94764,meliorate,Synset('better.v.03'),carry,0.7687961310148239,0.7769773229956627,0.7728867270052433,0.6798244193196297,0.6925525739789009,0.6861884966492653
1024,adult,n,94547,grownup,Synset('adult.n.01'),kauai,0.7595931887626648,0.7541496455669403,0.7568714171648026,0.6145384088158607,0.627336397767067,0.6209374032914639
1025,trade,n,94509,patronage,Synset('trade.n.03'),literalism,0.6485430225729942,0.6676427200436592,0.6580928713083267,0.6400821655988693,0.6224033683538437,0.6312427669763565
1026,religious,a,94485,spiritual,Synset('religious.s.01'),woebegone,0.8365564569830894,0.8416862562298775,0.8391213566064835,0.6648714169859886,0.6775407567620277,0.6712060868740082
1027,head,v,94408,lead,Synset('head.v.02'),patent,0.7307832762598991,0.7200934812426567,0.7254383787512779,0.6036045029759407,0.6036934182047844,0.6036489605903625
1028,review,n,94364,reappraisal,Synset('reappraisal.n.01'),cypriot,0.7456263229250908,0.7530770599842072,0.749351691454649,0.6762128472328186,0.7023336663842201,0.6892732568085194
1030,address,v,94155,direct,Synset('address.v.03'),question,0.7133569344878197,0.7217771932482719,0.7175670638680458,0.7142546772956848,0.7197234630584717,0.7169890701770782
1031,association,n,94100,connection,Synset('association.n.04'),wood,0.8244194313883781,0.8174352422356606,0.8209273368120193,0.6283077672123909,0.6417198404669762,0.6350138038396835
1032,measure,n,93952,beat,Synset('meter.n.03'),prelate,0.6954563483595848,0.6933005228638649,0.6943784356117249,0.6520371213555336,0.6654152199625969,0.6587261706590652
1033,stock,n,93809,caudex,Synset('stock.n.10'),paramagnet,0.6344368681311607,0.6534622833132744,0.6439495757222176,0.6451083868741989,0.6634514480829239,0.6542799174785614
1034,gas,n,93763,gasoline,Synset('gasoline.n.01'),squiggle,0.8139735236763954,0.8364056795835495,0.8251896016299725,0.657177209854126,0.6558433547616005,0.6565102823078632
1035,deep,a,93753,rich,Synset('deep.s.07'),stretch,0.7350179925560951,0.7293760702013969,0.732197031378746,0.6279644593596458,0.6329175233840942,0.63044099137187
1036,lawyer,n,93526,attorney,Synset('lawyer.n.01'),shock,0.9071742445230484,0.9116388410329819,0.9094065427780151,0.6074879169464111,0.6255509108304977,0.6165194138884544
1037,production,n,93507,output,Synset('output.n.04'),sovereignty,0.8158091083168983,0.7971427962183952,0.8064759522676468,0.7247127145528793,0.7210852429270744,0.7228989787399769
1038,relate,v,93433,interrelate,Synset('relate.v.04'),bedaze,0.7556558325886726,0.7724997624754906,0.7640777975320816,0.6947932094335556,0.7002481892704964,0.697520699352026
1039,middle,a,93428,mediate,Synset('in-between.s.01'),ecologic,0.6648335084319115,0.6538342162966728,0.6593338623642921,0.6299353688955307,0.610955111682415,0.6204452402889729
1040,management,n,93289,direction,Synset('management.n.01'),latten,0.7193821147084236,0.7129601165652275,0.7161711156368256,0.6981432437896729,0.7026670649647713,0.7004051543772221
1042,victim,n,93207,dupe,Synset('victim.n.02'),spile,0.6708942204713821,0.6823805198073387,0.6766373701393604,0.6430671811103821,0.6500339433550835,0.6465505622327328
1043,cancer,n,93157,crab,Synset('cancer.n.04'),sluggishness,0.6604594960808754,0.6845853254199028,0.6725224107503891,0.7279329597949982,0.7237137109041214,0.7258233353495598
1044,speech,n,92837,address,Synset('address.n.03'),sonnet,0.7655987739562988,0.7581292763352394,0.7618640251457691,0.728278860449791,0.7419364377856255,0.7351076491177082
1045,particular,a,92775,especial,Synset('especial.s.01'),good,0.7054558992385864,0.7135537415742874,0.7095048204064369,0.6775020062923431,0.6714361384510994,0.6744690723717213
1046,trial,n,92762,test,Synset('trial.n.02'),vasodilator,0.7731177806854248,0.7685767337679863,0.7708472572267056,0.6899448111653328,0.70927744358778,0.6996111273765564
1048,item,n,92545,detail,Synset('detail.n.01'),friuli,0.7127424031496048,0.7135991454124451,0.7131707742810249,0.6325363218784332,0.645264245569706,0.6389002837240696
1049,weight,n,92516,weighting,Synset('weight.n.08'),serranidae,0.9293014332652092,0.92906653881073,0.9291839860379696,0.6391019001603127,0.6415722966194153,0.640337098389864
1051,step,v,92268,pace,Synset('pace.v.03'),command,0.6790582612156868,0.6903173178434372,0.684687789529562,0.6500301212072372,0.6583102643489838,0.6541701927781105
1052,positive,a,92223,prescribed,Synset('positive.s.05'),topnotch,0.6679345667362213,0.6662953123450279,0.6671149395406246,0.6888256892561913,0.702146515250206,0.6954861022531986
1053,form,v,92198,make,Synset('form.v.02'),incrust,0.7329551503062248,0.7178558930754662,0.7254055216908455,0.6312545239925385,0.6432060524821281,0.6372302882373333
1055,study,v,92101,read,Synset('learn.v.04'),disinfect,0.7548839002847672,0.7537161037325859,0.7543000020086765,0.6321341544389725,0.648236446082592,0.6401853002607822
1056,trip,n,91830,slip,Synset('slip.n.07'),aborigine,0.7142097353935242,0.7234929502010345,0.7188513427972794,0.6738066971302032,0.6840542852878571,0.6789304912090302
1057,establish,v,91776,instal,Synset('install.v.03'),surfeit,0.7256112545728683,0.7443360835313797,0.734973669052124,0.6843370422720909,0.7154800668358803,0.6999085545539856
1058,executive,n,91696,administrator,Synset('administrator.n.03'),toby,0.7600274682044983,0.7659617140889168,0.7629945911467075,0.6636066436767578,0.6684495061635971,0.6660280749201775
1059,politics,n,91621,government,Synset('politics.n.02'),ingenuity,0.7836577221751213,0.7726738378405571,0.7781657800078392,0.7242052182555199,0.736722819507122,0.730464018881321
1060,stick,v,91597,adhere,Synset('stand_by.v.03'),languish,0.7605819180607796,0.7590477168560028,0.7598148174583912,0.690325565636158,0.6933397948741913,0.6918326802551746
1061,customer,n,91563,client,Synset('customer.n.01'),stuttgart,0.8243816569447517,0.8203879594802856,0.8223848082125187,0.6704622581601143,0.6787931174039841,0.6746276877820492
1062,manager,n,91527,director,Synset('director.n.01'),tenant,0.8394923731684685,0.8401018902659416,0.839797131717205,0.7542406246066093,0.76731126755476,0.7607759460806847
1064,publish,v,91441,write,Synset('publish.v.03'),sponsor,0.7991927415132523,0.7929883450269699,0.7960905432701111,0.7113759964704514,0.7166986837983131,0.7140373401343822
1065,popular,a,91435,pop,Synset('popular.s.04'),male,0.7371461093425751,0.7407504394650459,0.7389482744038105,0.6634630709886551,0.6686661392450333,0.6660646051168442
1066,sing,v,91395,whistle,Synset('whistle.v.05'),localise,0.6695599034428596,0.6751851812005043,0.672372542321682,0.6746778711676598,0.6748245432972908,0.6747512072324753
1067,ahead,r,91325,forward,Synset('ahead.r.02'),immaturely,0.7343683019280434,0.7504237368702888,0.7423960193991661,0.6813917830586433,0.6774898692965508,0.679440826177597
1068,conference,n,91185,league,Synset('league.n.01'),twelve,0.7592679262161255,0.7773810476064682,0.7683244869112968,0.6827812492847443,0.6882683858275414,0.6855248175561428
1069,total,a,91071,full,Synset('full.s.03'),adrenocorticotropic,0.7416966781020164,0.740101620554924,0.7408991493284702,0.6401075050234795,0.6623064130544662,0.6512069590389729
1070,discover,v,90959,strike,Synset('fall_upon.v.01'),crab,0.6748278960585594,0.6813717857003212,0.6780998408794403,0.6422320827841759,0.6674337536096573,0.6548329181969166
1071,fast,r,90956,tight,Synset('fast.r.02'),reproducibly,0.7491015195846558,0.7602851316332817,0.7546933256089687,0.6650290712714195,0.6748274341225624,0.669928252696991
1072,base,n,90915,substructure,Synset('foundation.n.03'),septectomy,0.7130148187279701,0.7295467481017113,0.7212807834148407,0.6471322327852249,0.643506608903408,0.6453194208443165
1073,direction,n,90826,way,Synset('direction.n.01'),thuggery,0.7476849108934402,0.7270911857485771,0.7373880483210087,0.6748167276382446,0.6619207710027695,0.668368749320507
1074,sunday,n,90771,dominicus,Synset('sunday.n.01'),spot,0.6898193806409836,0.6875890865921974,0.6887042336165905,0.6556714400649071,0.6443684697151184,0.6500199548900127
1075,maintain,v,90737,preserve,Synset('conserve.v.02'),suffer,0.840869776904583,0.8403110727667809,0.8405904248356819,0.716369740664959,0.7166921347379684,0.7165309377014637
1076,past,n,90674,yesteryear,Synset('past.n.01'),vigilante,0.6736700385808945,0.679696798324585,0.6766834184527397,0.5768771916627884,0.5710950568318367,0.5739861242473125
1077,majority,n,90548,bulk,Synset('majority.n.01'),mahatma,0.7936223894357681,0.7971688285470009,0.7953956089913845,0.6464899927377701,0.6561667770147324,0.6513283848762512
1078,peace,n,90518,serenity,Synset('peace.n.03'),rumpelstiltskin,0.6797691807150841,0.6970330253243446,0.6884011030197144,0.6544604450464249,0.6637515425682068,0.6591059938073158
1080,partner,n,90455,cooperator,Synset('collaborator.n.03'),throwaway,0.7858457565307617,0.8039423525333405,0.7948940545320511,0.6859111189842224,0.6870093196630478,0.6864602193236351
1081,user,n,90342,exploiter,Synset('exploiter.n.01'),groyne,0.7313174456357956,0.7308880835771561,0.7311027646064758,0.6801077425479889,0.6806773170828819,0.6803925298154354
1083,fly,v,90236,pilot,Synset('fly.v.03'),dose,0.7569900080561638,0.7710900753736496,0.7640400417149067,0.6742016226053238,0.6563273966312408,0.6652645096182823
1084,bag,n,90234,bagful,Synset('bag.n.05'),figure,0.9139696657657623,0.916170209646225,0.9150699377059937,0.6211172565817833,0.6355232149362564,0.6283202357590199
1085,therefore,r,89981,consequently,Synset('consequently.r.02'),just,0.8852085471153259,0.8747909218072891,0.8799997344613075,0.6120204478502274,0.6142293587327003,0.6131249032914639
1086,rich,a,89706,racy,Synset('full-bodied.s.01'),glottochronological,0.6877352520823479,0.6951783671975136,0.6914568096399307,0.6906410455703735,0.6948482841253281,0.6927446648478508
1087,individual,a,89686,single,Synset('individual.a.01'),thirsty,0.7770338654518127,0.7791658639907837,0.7780998647212982,0.6017054691910744,0.6079652085900307,0.6048353388905525
1088,tough,a,89612,rugged,Synset('rugged.s.04'),boffo,0.7975107356905937,0.8025228828191757,0.8000168092548847,0.6604213267564774,0.6838418394327164,0.6721315830945969
1089,owner,n,89612,proprietor,Synset('owner.n.01'),semidarkness,0.8378749936819077,0.8539330810308456,0.8459040373563766,0.6955782920122147,0.7094518169760704,0.7025150544941425
1092,voter,n,89245,elector,Synset('voter.n.01'),base,0.8079262673854828,0.8069871217012405,0.8074566945433617,0.6502264142036438,0.6283539608120918,0.6392901875078678
1093,tool,n,89236,instrument,Synset('instrument.n.02'),snootiness,0.8048765286803246,0.8100036308169365,0.8074400797486305,0.7204392328858376,0.7032428458333015,0.7118410393595695
1096,may,n,88994,whitethorn,Synset('whitethorn.n.01'),strip,0.6504735872149467,0.6561374068260193,0.653305497020483,0.5721303448081017,0.5821869894862175,0.5771586671471596
1097,mountain,n,88984,mount,Synset('mountain.n.01'),delilah,0.8031762763857841,0.78730608522892,0.7952411808073521,0.6889161989092827,0.7067258507013321,0.6978210248053074
1098,range,n,88892,image,Synset('image.n.07'),frontier,0.6785349324345589,0.6748527958989143,0.6766938641667366,0.6920139864087105,0.7130598500370979,0.7025369182229042
1099,coach,n,88826,jitney,Synset('bus.n.01'),flow,0.7133065536618233,0.7276389300823212,0.7204727418720722,0.6687425523996353,0.6788930669426918,0.6738178096711636
1100,fear,n,88724,veneration,Synset('fear.n.03'),crusher,0.7394642978906631,0.7433690875768661,0.7414166927337646,0.6814198344945908,0.6945452764630318,0.6879825554788113
1101,friday,n,88632,fri,Synset('friday.n.01'),amblygonite,0.7385178804397583,0.7542530968785286,0.7463854886591434,0.7663891091942787,0.7635147646069527,0.7649519369006157
1102,attorney,n,88616,lawyer,Synset('lawyer.n.01'),hobbes,0.9116388410329819,0.9071742445230484,0.9094065427780151,0.6787590384483337,0.690412737429142,0.6845858879387379
1106,structure,n,88114,construction,Synset('structure.n.01'),leucocytozoon,0.7965032160282135,0.7985346987843513,0.7975189574062824,0.6844291910529137,0.7104374244809151,0.6974333077669144
1108,insurance,n,88036,policy,Synset('policy.n.03'),lozier,0.7830951660871506,0.7338286116719246,0.7584618888795376,0.6453088149428368,0.653177946805954,0.6492433808743954
1109,text,n,87811,textbook,Synset('textbook.n.01'),fica,0.7233722135424614,0.7353304028511047,0.7293513081967831,0.7190075591206551,0.7185987234115601,0.7188031412661076
1110,freedom,n,87806,exemption,Synset('exemption.n.01'),case,0.7712348327040672,0.7607296630740166,0.7659822478890419,0.601824589073658,0.6070547476410866,0.6044396683573723
1111,crazy,a,87804,demented,Synset('brainsick.s.01'),intradermic,0.7897082269191742,0.7957236468791962,0.7927159368991852,0.6835996881127357,0.7021794840693474,0.6928895860910416
1112,reader,n,87422,proofreader,Synset('proofreader.n.01'),staff,0.8307452276349068,0.8352887779474258,0.8330170027911663,0.6988861262798309,0.7047393396496773,0.7018127329647541
1113,style,n,87244,manner,Synset('manner.n.01'),salvor,0.8022623807191849,0.7980296760797501,0.8001460283994675,0.6398869082331657,0.655017800629139,0.6474523544311523
1115,march,n,87215,mar,Synset('march.n.01'),floridian,0.7450521290302277,0.7370913028717041,0.7410717159509659,0.7121627107262611,0.7211699336767197,0.7166663222014904
1116,machine,n,87156,auto,Synset('car.n.01'),bvd,0.7012659907341003,0.7018930017948151,0.7015794962644577,0.6681461185216904,0.6771167516708374,0.6726314350962639
1117,november,n,87108,nov,Synset('november.n.01'),leading,0.8482846990227699,0.8498758003115654,0.8490802496671677,0.654575876891613,0.6459327787160873,0.6502543278038502
1118,generation,n,87071,propagation,Synset('generation.n.07'),stock,0.7579227685928345,0.7599114328622818,0.7589171007275581,0.5971712619066238,0.5973622798919678,0.5972667708992958
1120,born,v,86829,bear,Synset('bear.v.06'),indorse,0.6222052946686745,0.6254690811038017,0.6238371878862381,0.6361241117119789,0.6513988822698593,0.6437614969909191
1121,admit,v,86631,acknowledge,Synset('admit.v.01'),broider,0.8501184210181236,0.8584196344017982,0.8542690277099609,0.6542930826544762,0.6560920551419258,0.655192568898201
1124,sea,n,86544,ocean,Synset('ocean.n.02'),chavez,0.853557325899601,0.851574994623661,0.852566160261631,0.6824604347348213,0.6693737283349037,0.6759170815348625
1125,okay,a,86529,ok,Synset('all_right.s.01'),taunting,0.8761308342218399,0.8724100440740585,0.8742704391479492,0.6468359231948853,0.6434133052825928,0.645124614238739
1126,mouth,n,86406,mouthpiece,Synset('mouthpiece.n.03'),feria,0.923313781619072,0.9193230494856834,0.9213184155523777,0.6834286078810692,0.6716367155313492,0.6775326617062092
1129,test,v,86155,screen,Synset('screen.v.01'),medicate,0.697689525783062,0.6962758153676987,0.6969826705753803,0.7020182386040688,0.6967757642269135,0.6993970014154911
1130,web,n,85868,www,Synset('world_wide_web.n.01'),pass,0.7205568552017212,0.7064239382743835,0.7134903967380524,0.6011764109134674,0.5954636409878731,0.5983200259506702
1131,shake,v,85841,agitate,Synset('shake.v.01'),zone,0.703739196062088,0.7126639857888222,0.7082015909254551,0.6482320576906204,0.6577119007706642,0.6529719792306423
1132,threat,n,85754,scourge,Synset('terror.n.02'),changeling,0.7784398421645164,0.7688353806734085,0.7736376114189625,0.7170511335134506,0.7233902812004089,0.7202207073569298
1133,solution,n,85661,root,Synset('solution.n.04'),prayer,0.6491787955164909,0.6610385850071907,0.6551086902618408,0.6472387164831161,0.6678277403116226,0.6575332283973694
1134,shut,v,85625,close,Synset('close.v.02'),braille,0.7265286073088646,0.7151525095105171,0.7208405584096909,0.6574420034885406,0.6642565950751305,0.6608492992818356
1136,travel,v,85441,trip,Synset('travel.v.03'),destroy,0.8388776853680611,0.8325702026486397,0.8357239440083504,0.7154264077544212,0.7074456512928009,0.7114360295236111
1138,hide,v,85395,shroud,Synset('shroud.v.01'),recur,0.7404578700661659,0.7507620304822922,0.745609950274229,0.6140357926487923,0.6365642473101616,0.6253000199794769
1139,obviously,r,85364,plain,Synset('obviously.r.01'),securely,0.6734808087348938,0.682458370923996,0.6779695898294449,0.6988291144371033,0.7141056135296822,0.7064673639833927
1140,refer,v,85212,consult,Synset('consult.v.02'),intercommunicate,0.7415544763207436,0.7409406751394272,0.7412475757300854,0.6828935369849205,0.6903898045420647,0.6866416707634926
1141,alone,r,85036,solely,Synset('entirely.r.02'),insatiably,0.7222784012556076,0.7254015281796455,0.7238399647176266,0.6726927310228348,0.6929051801562309,0.6827989555895329
1142,drink,v,84895,imbibe,Synset('drink.v.01'),unsolder,0.7884984761476517,0.7776238173246384,0.783061146736145,0.6684838458895683,0.6882304847240448,0.6783571653068066
1143,investigation,n,84783,probe,Synset('probe.n.01'),baycol,0.8696916848421097,0.8536673188209534,0.8616795018315315,0.6454033181071281,0.6721140667796135,0.6587586924433708
1145,unit,n,84518,whole,Synset('whole.n.02'),philippian,0.6595437899231911,0.6567678079009056,0.6581557989120483,0.6919563040137291,0.6930568367242813,0.6925065703690052
1146,photograph,n,84476,photo,Synset('photograph.n.01'),visitant,0.8759940788149834,0.8730254247784615,0.8745097517967224,0.7560890167951584,0.75121159106493,0.7536503039300442
1148,television,n,84433,telecasting,Synset('television.n.01'),yakima,0.8135706335306168,0.7937636971473694,0.8036671653389931,0.6808034405112267,0.6973841935396194,0.689093817025423
1149,key,a,84228,fundamental,Synset('cardinal.s.01'),pictural,0.760450005531311,0.7630344331264496,0.7617422193288803,0.6405666768550873,0.6381226405501366,0.6393446587026119
1150,sexual,a,84220,intimate,Synset('intimate.s.04'),soundable,0.7708040475845337,0.7500305622816086,0.7604173049330711,0.6767127513885498,0.6856458410620689,0.6811792962253094
1151,radio,n,84218,wireless,Synset('radio.n.03'),parameter,0.7853367254137993,0.7972811758518219,0.7913089506328106,0.6539925187826157,0.6515633538365364,0.652777936309576
1152,prevent,v,84179,keep,Synset('prevent.v.02'),alcoholise,0.7704529389739037,0.7605813965201378,0.7655171677470207,0.7162216231226921,0.7120794132351875,0.7141505181789398
1154,modern,a,83945,advanced,Synset('advanced.s.03'),cold,0.7422117590904236,0.7440911009907722,0.7431514300405979,0.6347392573952675,0.6484128460288048,0.6415760517120361
1156,violence,n,83882,force,Synset('violence.n.01'),dyslexia,0.784348301589489,0.7862761318683624,0.7853122167289257,0.719102643430233,0.7333641573786736,0.7262334004044533
1157,touch,v,83871,reach,Synset('reach.v.06'),effervesce,0.7512888088822365,0.7359597012400627,0.7436242550611496,0.7094477415084839,0.7285009548068047,0.7189743481576443
1158,feature,n,83853,characteristic,Synset('feature.n.01'),iridectomy,0.8023001030087471,0.8058988824486732,0.8040994927287102,0.7051092982292175,0.6997788324952126,0.702444065362215
1159,audience,n,83493,hearing,Synset('hearing.n.02'),foursquare,0.6969292312860489,0.6842856034636497,0.6906074173748493,0.6688162013888359,0.6734156385064125,0.6711159199476242
1160,evening,n,83312,even,Synset('evening.n.01'),alabama,0.576530709862709,0.5914124995470047,0.5839716047048569,0.6899523586034775,0.675889678299427,0.6829210184514523
1163,hall,n,82960,hallway,Synset('hallway.n.01'),cochlearius,0.8291524425148964,0.8547939732670784,0.8419732078909874,0.6745330989360809,0.6878035515546799,0.6811683252453804
1164,task,n,82839,chore,Synset('job.n.02'),shank,0.71976637840271,0.722707524895668,0.721236951649189,0.6404559090733528,0.654699832201004,0.6475778706371784
1165,score,n,82738,account,Synset('score.n.05'),amputee,0.6654389202594757,0.6631669253110886,0.6643029227852821,0.6999581232666969,0.7091833278536797,0.7045707255601883
1166,skin,n,82598,cutis,Synset('skin.n.01'),umbrella,0.6959192678332329,0.6963104009628296,0.6961148343980312,0.6453991755843163,0.6450702771544456,0.645234726369381
1167,suffer,v,82579,support,Synset('digest.v.03'),whipsaw,0.6985514312982559,0.6990142241120338,0.6987828277051449,0.6646705791354179,0.6870665699243546,0.6758685745298862
1168,wide,a,82565,full,Synset('wide.s.06'),potent,0.7117001712322235,0.7091106921434402,0.7104054316878319,0.6614397913217545,0.6519960686564445,0.6567179299890995
1169,spring,n,82557,bounce,Synset('leap.n.01'),calliandra,0.7011893168091774,0.6973241716623306,0.699256744235754,0.691122829914093,0.6923148557543755,0.6917188428342342
1170,experience,v,82550,live,Synset('know.v.05'),take,0.6851883307099342,0.6864325478672981,0.6858104392886162,0.6963505744934082,0.7034009993076324,0.6998757869005203
1171,civil,a,82544,civic,Synset('civil.a.04'),myelinic,0.7810882106423378,0.7820284143090248,0.7815583124756813,0.6536620035767555,0.6511308401823044,0.65239642187953
1172,safety,n,82535,guard,Synset('guard.n.03'),shover,0.7323614060878754,0.7344900667667389,0.7334257364273071,0.6473992541432381,0.6588908731937408,0.6531450636684895
1176,title,n,82165,deed,Synset('deed.n.01'),noaa,0.717432513833046,0.7266469597816467,0.7220397368073463,0.6774111390113831,0.6838096603751183,0.6806103996932507
1177,heat,n,82112,warmth,Synset('heat.n.03'),irrelevancy,0.8201675117015839,0.8271181285381317,0.8236428201198578,0.6604113504290581,0.6773167252540588,0.6688640378415585
1179,hope,n,81896,promise,Synset('promise.n.02'),hit,0.781104601919651,0.7917876169085503,0.7864461094141006,0.6414696648716927,0.6442324072122574,0.642851036041975
1180,yard,n,81852,pace,Synset('yard.n.01'),temperature,0.6683871150016785,0.6540320590138435,0.661209587007761,0.640732005238533,0.6254798248410225,0.6331059150397778
1181,finger,n,81817,fingerbreadth,Synset('finger.n.02'),reflex,0.8672862127423286,0.8697606027126312,0.8685234077274799,0.67828169465065,0.6784414276480675,0.6783615611493587
1182,tend,v,81665,lean,Synset('tend.v.01'),suffer,0.7245447188615799,0.7402781471610069,0.7324114330112934,0.725878544151783,0.719009630382061,0.722444087266922
